data;tmin;tmax;tmed
15/11/2014;24;10.2;15.8
16/11/2014;25.4;10.6;16.3
17/11/2014;26.2;8.6;17.5
18/11/2014;25.4;8;16.8
19/11/2014;24.2;14;17.9
20/11/2014;26;15.5;20.5
21/11/2014;26.6;17;20.5
22/11/2014;23;15;19.2
23/11/2014;29;12.8;19.5
24/11/2014;24.6;16.5;20.1
25/11/2014;19;17.2;18.4
26/11/2014;26.6;14.8;20.3
27/11/2014;24;16;19.9
28/11/2014;24.6;16.2;19.6
29/11/2014;26.8;16.4;20.6
30/11/2014;24.6;16;19.9
01/12/2014;26.6;17.8;21.2
02/12/2014;30.4;18;23.6
03/12/2014;21.4;17.8;19.2
04/12/2014;26.2;11;18.6
05/12/2014;24.6;10.5;17.1
06/12/2014;26.2;10.2;17.6
07/12/2014;29.6;15;21
08/12/2014;30.4;18;23.4
09/12/2014;23.6;16.6;20.4
10/12/2014;24.4;17.6;21.2
11/12/2014;25.2;16.8;21.1
12/12/2014;25.8;19.5;21.2
13/12/2014;27;15;21
14/12/2014;26.6;15;19.7
15/12/2014;23.8;14;18.8
16/12/2014;23.8;15.5;18.8
17/12/2014;26.8;14.5;20.1
18/12/2014;27.4;16.8;21.8
19/12/2014;26.6;17.5;21
20/12/2014;24;17.4;22
21/12/2014;26;19.2;21.4
22/12/2014;21.6;17.5;19.3
23/12/2014;18.8;14.5;16
24/12/2014;19.4;10.8;15.4
25/12/2014;23.2;14.3;19.1
26/12/2014;23.4;17.5;19.7
27/12/2014;24.2;16;20.4
28/12/2014;24.8;16;21
29/12/2014;27;17;21.3
30/12/2014;24.2;15;20.2
31/12/2014;20;17;19.2
01/01/2015;22.6;16;20.6
02/01/2015;21.8;16.4;19.9
03/01/2015;24.6;14.6;20
04/01/2015;27.4;16.8;22.2
05/01/2015;26;16;20.9
06/01/2015;28.8;16.2;22.8
07/01/2015;27.6;18.6;22.5
08/01/2015;29.6;18.8;22
09/01/2015;28.5;17.5;23.4
10/01/2015;26.2;17.4;21.6
11/01/2015;26.4;16;21.3
12/01/2015;31.4;16.2;23.8
13/01/2015;31.7;18.2;22.7
14/01/2015;29.6;17;21.6
15/01/2015;29.5;16.8;20.9
16/01/2015;30.6;16.8;21.2
17/01/2015;28.6;17.2;21.6
18/01/2015;30;16.6;21.5
19/01/2015;29.6;16.8;22
20/01/2015;29;17;21.3
21/01/2015;26;17.5;20
22/01/2015;24.5;16.5;19.5
23/01/2015;26.2;16;19.8
24/01/2015;28.7;15.5;21
25/01/2015;26.6;17.5;20.7
26/01/2015;29.6;15;22.2
27/01/2015;25.6;16.8;20.7
28/01/2015;26.4;17.2;21.5
29/01/2015;27.2;18.4;21
30/01/2015;20;14.2;17.3
15/10/2015;30.6;17.6;23.1
16/10/2015;21.8;17;18.8
17/10/2015;20;13.2;15.8
18/10/2015;17.8;11.4;13.7
19/10/2015;27.2;12;17.9
20/10/2015;30;15.2;22.2
21/10/2015;21.4;17.5;19.5
22/10/2015;19.4;16;16.9
23/10/2015;23.4;12.3;18
24/10/2015;24.2;15;18.1
25/10/2015;17.2;12;14.8
26/10/2015;19.8;13;16.8
27/10/2015;22.4;16.2;19.4
28/10/2015;25.4;16.8;19.8
29/10/2015;25.4;16;19.5
30/10/2015;26;15;19.3
31/10/2015;25.6;15.4;19.6
01/11/2015;20;16.2;17.6
02/11/2015;17;13;15.2
03/11/2015;21.2;14;18.1
04/11/2015;19;16.2;17.2
05/11/2015;21.8;15;18.3
06/11/2015;22;14;17.3
07/11/2015;23.2;12.5;16.7
08/11/2015;15.8;13;14.5
09/11/2015;27.2;14;20
10/11/2015;21.8;17.2;19
11/11/2015;23.4;15;19.2
12/11/2015;29;14.5;21.3
13/11/2015;21.4;18;19.6
14/11/2015;26;16.6;20.7
15/11/2015;29.6;11.8;20.6
16/11/2015;26.8;16.5;19.9
17/11/2015;20.8;16.5;18.5
18/11/2015;26;14.2;19.8
19/11/2015;28.2;16.8;20.7
20/11/2015;21.6;15.4;16.9
21/11/2015;25.2;10;18
22/11/2015;25.5;14.8;18.7
23/11/2015;23.6;16;19.3
24/11/2015;21.6;15;18.3
25/11/2015;22.2;16.8;19.4
26/11/2015;23.2;17.8;20.2
27/11/2015;21.5;17.5;18.6
28/11/2015;21.2;15.4;18.4
29/11/2015;23.8;16;19.8
30/11/2015;17.7;13.2;14.9
01/12/2015;21.6;13.2;17.4
02/12/2015;22.2;16.4;18.3
03/12/2015;24;14.8;19.3
04/12/2015;19.4;16.6;17.7
05/12/2015;25;12.2;20.6
06/12/2015;25.2;15.2;19.2
07/12/2015;25.8;13.5;19.4
08/12/2015;26;16.5;20.5
09/12/2015;28.8;17.6;22.3
10/12/2015;23;17.9;19.7
11/12/2015;28.6;14.5;21.2
12/12/2015;28.2;18;22.2
13/12/2015;28.2;16.8;21.3
14/12/2015;28.5;16.5;22.8
15/12/2015;24.5;17.5;20.8
16/12/2015;27.4;15.8;20.7
17/12/2015;28;18;22
18/12/2015;29.6;18.2;24.1
19/12/2015;20;17;18.8
20/12/2015;23.2;17;19.2
21/12/2015;25.4;16.2;20.8
22/12/2015;29.8;18.4;23.4
23/12/2015;29;19.6;22.7
24/12/2015;27.6;19;22.2
25/12/2015;28.4;18;22.6
26/12/2015;29.2;14;22.7
27/12/2015;25.6;18.4;21.6
28/12/2015;28.8;17;21.9
29/12/2015;28;19;22.5
30/12/2015;25;13.6;21.1
31/12/2015;28.5;19.8;23.5
01/01/2016;26.6;18.5;22.1
02/01/2016;23.6;17.6;19.9
03/01/2016;22.7;16.9;19
04/01/2016;23.6;16.2;19.8
05/01/2016;26;17.2;21.2
06/01/2016;25.2;17.5;21.4
07/01/2016;30.2;18.2;23.9
08/01/2016;29.2;19.6;23.5
09/01/2016;27.4;14.2;21.8
10/01/2016;23.8;17.4;20.3
11/01/2016;27.4;19;22.9
12/01/2016;32;18.2;24.1
13/01/2016;31.6;20;23.8
14/01/2016;24.2;18.3;20.8
15/01/2016;29;16.6;22
16/01/2016;29.8;17.8;22.4
17/01/2016;29.2;18.5;22.1
18/01/2016;29.4;14.6;21
19/01/2016;30.4;14;20.7
20/01/2016;30.2;12.2;20.2
21/01/2016;27.4;13;20
22/01/2016;25;12.2;18.8
23/01/2016;29.4;12;20.3
24/01/2016;30.4;14;21.4
25/01/2016;30.5;15;21.3
26/01/2016;28.5;15;21.3
27/01/2016;23.6;16.5;19
28/01/2016;24.5;16.5;20.8
29/01/2016;29.2;20.2;23.4
30/01/2016;29.4;15.2;22.2
31/01/2016;24;19;20.4
01/02/2016;23;17;19.6
02/02/2016;25.2;17.6;21.3
09/10/2016;23.5;2.5;12.5
10/10/2016;23.4;6.8;15.2
11/10/2016;18.6;11.2;13.8
12/10/2016;18.6;11;14.9
13/10/2016;22.4;13.2;17
14/10/2016;26;11;18.2
15/10/2016;22;16.5;19.1
16/10/2016;31.2;16.4;23.4
17/10/2016;30.6;16.6;21.2
18/10/2016;27.8;16.8;20.2
19/10/2016;30.5;17.2;21.9
20/10/2016;25;17;20.2
21/10/2016;22.6;15;17.2
22/10/2016;21;13;15.9
23/10/2016;28;13.6;19
24/10/2016;29.4;15;21.4
25/10/2016;22.6;16.5;19.2
26/10/2016;22.5;17;18.9
27/10/2016;19.4;11;14
28/10/2016;15.6;4.8;9.3
29/10/2016;22;2;12.9
30/10/2016;22;9.9;14.9
31/10/2016;26.5;13;18.8
01/11/2016;28.6;17;22.5
02/11/2016;20.2;14;15.5
03/11/2016;24.4;7;14.3
04/11/2016;26.5;6;17
05/11/2016;27;14.4;18.9
06/11/2016;26;13.4;18.7
07/11/2016;27.8;15.2;18.4
08/11/2016;27;13;19.6
09/11/2016;23;16.2;19.3
10/11/2016;26.5;16.5;19.8
11/11/2016;24.2;13;18.8
12/11/2016;19.4;14;15.6
13/11/2016;19.6;11.6;15.7
14/11/2016;28;12.6;19
15/11/2016;26;15.9;19.5
16/11/2016;21;14.2;17.5
17/11/2016;24.6;12;16.3
18/11/2016;18.4;8;11.6
19/11/2016;23;3.4;14.3
20/11/2016;25.6;9.6;16.9
21/11/2016;26.8;13;18.8
22/11/2016;26;12.2;18.3
23/11/2016;26.6;15.2;19.2
24/11/2016;28;13;19.9
25/11/2016;22;16;18.6
26/11/2016;28.8;15;20.8
27/11/2016;26.6;19;21.6
28/11/2016;26.6;18.2;21.4
29/11/2016;23.4;16.2;18.3
30/11/2016;21.2;11.2;15.8
01/12/2016;20.5;10.8;16.1
02/12/2016;24.5;15.2;18.6
03/12/2016;19.4;16.4;18
04/12/2016;20.5;15;16.5
05/12/2016;24;7;15.7
06/12/2016;29.4;10;19.6
07/12/2016;28.5;16.2;21.1
08/12/2016;24.2;16;19.7
09/12/2016;20.8;16;18.1
10/12/2016;23.6;16.5;19.7
11/12/2016;26.2;17.5;20.6
12/12/2016;24.5;17.8;19.7
13/12/2016;28.6;17;20.4
14/12/2016;24.6;14.5;17.6
15/12/2016;21.2;7.9;14.3
16/12/2016;20.2;10;15.8
17/12/2016;21.2;13.4;16
18/12/2016;22.6;16.4;18.5
19/12/2016;25.6;16.6;20.5
20/12/2016;21.2;18;18.9
21/12/2016;22.6;15.5;19.2
22/12/2016;24.2;16;20
23/12/2016;26.7;16;21.6
24/12/2016;27.4;16.5;21.4
25/12/2016;30.2;16.5;22.7
26/12/2016;31.5;18.4;24.3
27/12/2016;30.6;16.8;23.8
28/12/2016;29.7;16.5;22.8
29/12/2016;26.8;19;21.6
30/12/2016;25.5;19;21.3
31/12/2016;26;17;20.7
01/01/2017;27.5;18.6;22.5
02/01/2017;29.4;17.2;22
03/01/2017;28.6;18.6;23.1
04/01/2017;29.4;18.2;22.7
05/01/2017;28.4;18;22
06/01/2017;25.4;18.7;20.7
07/01/2017;26;18.4;21.9
08/01/2017;28.5;19;22.7
09/01/2017;29.5;18.8;21.9
10/01/2017;24;18.2;20.4
11/01/2017;28.2;16.2;22.2
12/01/2017;28;18;21.4
13/01/2017;29.6;15;21
14/01/2017;29.4;13.6;21.7
15/01/2017;30.4;16.6;23
16/01/2017;30;18.2;23
17/01/2017;29;18.6;22.6
18/01/2017;29;15.6;22.4
19/01/2017;27.2;19.2;21.9
20/01/2017;28.6;15;21
21/01/2017;27.2;15.4;20.3
22/01/2017;27;14.2;20
23/01/2017;27.2;16.5;20.5
24/01/2017;27.4;16.3;21.8
25/01/2017;24;18.2;20.2
26/01/2017;23.4;13.2;17.7
25/09/2017;24.5;15.3;18.5
26/09/2017;26.2;13.7;18.8
27/09/2017;28;11.9;17.8
28/09/2017;17.2;11.7;14.4
29/09/2017;15.2;13;13.6
30/09/2017;20.6;13;16
01/10/2017;26;11.5;18.1
02/10/2017;19.4;8.6;13.4
03/10/2017;19;3.8;11.3
04/10/2017;23.4;3;13.5
05/10/2017;26.4;10;18
06/10/2017;26.9;15.2;18.6
07/10/2017;19.6;14.7;16.7
08/10/2017;22.1;12.5;16.5
09/10/2017;21.5;14.5;17.3
10/10/2017;19.1;13.6;15.7
11/10/2017;28.2;14;18.7
12/10/2017;24.2;15.8;18.8
13/10/2017;26.8;16.6;19.4
14/10/2017;18.9;15.1;16.8
15/10/2017;19;13.4;15.5
16/10/2017;23;12.4;16.9
17/10/2017;25.3;13.6;18.1
18/10/2017;31.5;16.6;21.4
19/10/2017;22.3;14.5;17.6
20/10/2017;18.2;13.9;15.9
21/10/2017;16.9;14.4;15.9
22/10/2017;16.9;9.9;14.5
23/10/2017;23.8;3.2;13.4
24/10/2017;24.9;12;16.7
25/10/2017;16.4;12.7;14.1
26/10/2017;21.9;11.9;16.5
27/10/2017;22.8;14.3;17
28/10/2017;24.6;11.3;17.9
29/10/2017;28.4;8;17.2
30/10/2017;22.1;13.7;17.8
31/10/2017;24;11.1;18.1
01/11/2017;26.4;7.1;16.1
02/11/2017;24.6;12.2;17.5
03/11/2017;19;13.5;15.8
04/11/2017;20.9;12.9;15.8
05/11/2017;23.5;14;17.2
06/11/2017;21.2;12.9;16.1
07/11/2017;23.4;13.4;17.1
08/11/2017;22.6;13.3;17.3
09/11/2017;25.6;15.6;19.1
10/11/2017;20.8;14.1;17.1
11/11/2017;22.6;10.6;15.9
12/11/2017;23.8;7.5;15.5
13/11/2017;26.7;5.1;16.1
14/11/2017;27;8.3;18
15/11/2017;30.1;9.8;20.5
16/11/2017;31.2;12.3;20.9
17/11/2017;27;15.6;20.1
18/11/2017;22.5;16;18.6
19/11/2017;24.5;12.2;17.8
20/11/2017;24.7;9.4;16.9
21/11/2017;20.2;15.7;17.5
22/11/2017;21;10.6;16.1
23/11/2017;25.7;8.7;16.9
24/11/2017;29.2;14.9;21.2
25/11/2017;22.6;13.5;18.1
26/11/2017;23.4;13.7;18.8
27/11/2017;27.6;10;18.7
28/11/2017;27.3;16.3;20.4
29/11/2017;26.7;14.5;19.7
30/11/2017;24.9;15.5;18.3
01/12/2017;23.4;15.3;17.6
02/12/2017;26.5;15.1;18.8
03/12/2017;26.9;15.8;19.1
04/12/2017;27.9;16.4;21.5
05/12/2017;25.5;18.4;20.7
06/12/2017;25.4;16.7;21.2
07/12/2017;27.5;17.7;22.3
08/12/2017;28.3;13.9;19.9
09/12/2017;28.9;14;21.2
10/12/2017;29.2;13.5;21.3
11/12/2017;28;11.8;20.2
12/12/2017;24.9;13.9;18.8
13/12/2017;28.1;13.3;20.2
14/12/2017;29.5;17.6;23.1
15/12/2017;32.1;15.6;23
16/12/2017;29.6;14.8;21.1
17/12/2017;31;16.4;21.8
18/12/2017;29;14.8;21.8
19/12/2017;25.8;17.7;21.1
20/12/2017;23.9;17.3;20.1
21/12/2017;25;16.7;20.4
22/12/2017;29.4;17.7;22.9
23/12/2017;25.9;19.8;21.1
24/12/2017;23;17.3;19.8
25/12/2017;21.1;16.5;18.4
26/12/2017;25.5;16.4;20.5
27/12/2017;28.3;18.3;21.7
28/12/2017;28.5;16.5;22.1
29/12/2017;20.4;16.7;18.3
30/12/2017;24.5;16.6;18.8
31/12/2017;26;17.2;21
01/01/2018;28.7;17.6;22.2
02/01/2018;23.9;16.9;19.7
03/01/2018;25.7;13.2;18.8
04/01/2018;27.6;10.8;21.6
05/01/2018;30.1;15;22.5
06/01/2018;28.6;16.7;21.7
07/01/2018;25.1;17;20.2
08/01/2018;27.8;14.8;19.8
09/01/2018;26.2;12;18.3
10/01/2018;22.9;16.7;19.2
11/01/2018;24.9;16.5;19.8
12/01/2018;27.3;15.3;20.2
13/01/2018;25.9;15.4;19.2
14/01/2018;26.8;16.5;20.5
15/01/2018;24.5;19;21.2
16/01/2018;25.8;18.4;20.4
17/01/2018;26.4;18.8;20.8
18/01/2018;27.4;17.9;21.6
19/01/2018;23.1;16.1;19.8
20/01/2018;26.1;16.8;20.9
21/01/2018;25.2;16.9;20.2
22/01/2018;28.6;16.3;20.7
23/01/2018;30.2;16.4;21.4
24/01/2018;28.1;16.3;20.5
25/01/2018;26;15.6;20.4
26/01/2018;21;16.6;18.8
27/01/2018;24.2;15.3;18.7
28/01/2018;27.8;16.9;20.2
29/01/2018;27;14.5;21.7
30/01/2018;27.4;14.2;19.8
31/01/2018;27.7;12.5;20.3
01/02/2018;26.3;12.4;19.8
02/02/2018;28.3;12.5;20.9
03/02/2018;28.1;12.3;21
04/02/2018;28.2;14.5;20.1
05/02/2018;27.6;12.4;20.2
03/10/2018;21.7;16.6;18.6
04/10/2018;23.3;8.7;17.7
05/10/2018;22.5;7.3;14.8
06/10/2018;16.2;11.5;13.4
07/10/2018;15.8;11.1;13.6
08/10/2018;19.6;15.3;17.1
09/10/2018;27.5;15.8;21
10/10/2018;24.7;14.4;19.2
11/10/2018;18.8;12.9;15.8
12/10/2018;22.9;12.8;17.1
13/10/2018;20.2;14.6;18.6
14/10/2018;16.6;13.1;15.2
15/10/2018;19;13;15.5
16/10/2018;19.9;14.4;16.7
17/10/2018;25.4;16.4;19.1
18/10/2018;18.3;12.8;16.5
19/10/2018;24.6;12.5;18
20/10/2018;22.6;11.4;16.5
21/10/2018;22.6;9.8;15.9
22/10/2018;26.7;12.6;18.7
23/10/2018;22;14.1;17.4
24/10/2018;17.3;13.6;15.4
25/10/2018;20.3;13.7;16.5
26/10/2018;19.9;16.4;18.1
27/10/2018;20.1;9.3;17.1
28/10/2018;24.5;6.8;15.3
29/10/2018;22.3;11.8;16.2
30/10/2018;27.9;14.3;20
31/10/2018;18;14.6;16.7
01/11/2018;21.1;14.81;17
02/11/2018;24.4;12.88;18.3
03/11/2018;24.6;14.41;18.4
04/11/2018;25.6;12.85;18.4
05/11/2018;25.9;14.17;18.6
06/11/2018;27.2;11.99;18.9
07/11/2018;25.5;15.84;19.7
08/11/2018;21.6;13.03;16.8
09/11/2018;22.7;13.82;17.7
10/11/2018;22.8;15.73;18.6
11/11/2018;29;15.57;21.2
12/11/2018;29.3;14.71;22.1
13/11/2018;29.1;18.84;23.1
14/11/2018;22;18.23;19.6
15/11/2018;27.4;15.1;20.3
16/11/2018;29.5;14.45;21.2
17/11/2018;26.3;16.22;20.9
18/11/2018;20.5;16.17;17.7
19/11/2018;25.1;14.52;18.4
20/11/2018;26.7;11.65;18.3
21/11/2018;26.1;12.28;18.7
22/11/2018;29.1;14.31;20.5
23/11/2018;25.4;18.6;21
24/11/2018;23.3;16.67;18.9
25/11/2018;27.9;14.93;20.3
26/11/2018;26.2;14.84;19.7
27/11/2018;26.6;14.51;20
28/11/2018;22.9;15.95;19
29/11/2018;22.7;17.04;19.5
30/11/2018;24.4;15.51;18.5
01/12/2018;26.1;15.8;19.9
02/12/2018;24.5;11.8;18.2
03/12/2018;24.3;10.3;16.7
04/12/2018;25.9;6.5;16.6
05/12/2018;25.7;6.9;17.2
06/12/2018;26.6;9.5;18.8
07/12/2018;22.9;9.8;16.8
08/12/2018;24.6;5.9;16
09/12/2018;26.4;9.3;17.8
10/12/2018;30.6;13.5;21.9
11/12/2018;32.4;14.3;23.1
12/12/2018;31.9;17.7;24.6
13/12/2018;31.7;16;22.9
14/12/2018;32.3;18.5;23.9
15/12/2018;32.4;16.5;21.5
16/12/2018;29.7;16.6;21.9
17/12/2018;32.4;17.6;24.3
18/12/2018;32.2;16.7;21.6
19/12/2018;30.6;16.1;21.2
20/12/2018;29.9;15.1;20.7
21/12/2018;28.2;16;19.8
22/12/2018;26.1;14.3;20.3
23/12/2018;28.2;16.6;22
24/12/2018;25.1;16.7;20.7
25/12/2018;25.3;17.9;21
26/12/2018;24.6;14.5;18.7
27/12/2018;27.7;14;20.6
28/12/2018;29.4;16.5;22.4
29/12/2018;31.6;17.9;24.4
30/12/2018;29.3;19.6;23.4
31/12/2018;30.8;17.8;23.1
01/01/2019;32.1;16.4;24.2
02/01/2019;33.3;20.2;25.5
03/01/2019;31.2;19.6;24.8
04/01/2019;27.5;20.1;22.5
05/01/2019;29.2;19;21.9
06/01/2019;27.2;18.4;21.3
07/01/2019;28;20.5;22.6
08/01/2019;26.6;20;22.6
09/01/2019;32;20.3;23.6
10/01/2019;31.1;17.9;21.8
11/01/2019;28.9;17.3;22
12/01/2019;30.4;18.4;22.2
13/01/2019;30.1;17.8;21.6
14/01/2019;28.2;18.5;21.2
15/01/2019;31.2;18.7;21.8
16/01/2019;30.4;18.9;22.8
17/01/2019;31.3;18.1;22.3
18/01/2019;30.3;18.1;22.2
19/01/2019;26.3;18.4;21.5
20/01/2019;27.1;17.9;21
21/01/2019;28.5;18.2;22.7
22/01/2019;32.7;15.5;23.9
23/01/2019;31.3;21.5;24.3
24/01/2019;31.1;18.8;23.2
25/01/2019;27.3;19;22.1
26/01/2019;29.4;17.5;22.5
27/01/2019;29.6;18.9;23.2
28/01/2019;31.3;18.8;24.4
29/01/2019;34;17.2;24.6
30/01/2019;33.6;17.3;25.1
31/01/2019;31.1;17.1;22.7
01/02/2019;32.5;17.7;22.9
02/02/2019;31.8;18.6;21.5
03/02/2019;24.5;17;20
04/02/2019;20.3;15.1;17.3
05/02/2019;20.7;15.4;17.7
06/02/2019;25.7;15.8;19.1
07/02/2019;28.5;15.8;20.9
08/02/2019;29.9;13.3;21.4
09/02/2019;32;16.1;23.4
10/02/2019;30.9;19.6;24.2
11/02/2019;30.3;19.2;23.9
12/02/2019;25.1;17.9;20.6
